region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,loan_to_income,high_dti_flag,low_credit_score_flag,high_utilization_flag,recent_delinquency_flag,short_employment_flag,actual_default,predicted_pd,risk_segment
Alberta,Self-employed,Auto,Rent,80597.3,31731.94,0.621,665.0,0.2634,1,1,18.2,14.6,149.7,2,0.39370971484156414,1,0,0,0,0,0,0.034624587307894576,High Risk
British Columbia,Employed,Debt consolidation,Mortgage,43406.49,51361.41,0.2694,667.0,0.3039,0,2,3.4,0.9,3.0,4,1.1832656821595113,0,0,0,1,1,0,0.017636029178745176,Low Risk
Other,Self-employed,Auto,Rent,73056.78,22522.27,0.3686,619.0,0.29,0,2,41.3,1.1,67.7,4,0.30828446038820767,0,1,0,0,1,0,0.021342368777888292,Medium Risk
Ontario,Employed,Personal,Mortgage,117509.01,11410.68,0.2213,679.0,0.0451,1,2,2.3,0.1,27.5,3,0.0971047241398766,0,0,0,1,1,0,0.009819387462246938,Very Low Risk
Ontario,Employed,Personal,Rent,37652.95,13721.84,0.3025,698.0,0.3179,0,1,16.1,6.6,18.8,6,0.3644293475013246,0,0,0,0,0,0,0.011207362879677548,Low Risk
Ontario,Part-time,Debt consolidation,Own,94097.96,41809.67,0.307,677.0,0.3894,0,0,22.2,1.3,6.7,7,0.4443206845291863,0,0,0,0,1,0,0.01927032972990185,Medium Risk
British Columbia,Employed,Personal,Rent,65022.15,32656.89,0.3356,682.0,0.1965,1,3,4.4,2.3,61.2,5,0.5022425435024833,0,0,0,1,0,0,0.02486948095692867,Medium Risk
Other,Employed,Debt consolidation,Mortgage,62831.72,40475.94,0.157,588.0,0.1499,0,0,20.4,8.9,17.1,6,0.6441959570739111,0,1,0,0,0,0,0.012273079549783593,Low Risk
Quebec,Employed,Debt consolidation,Rent,43626.34,30897.13,0.1411,610.0,0.168,1,1,1.6,4.8,30.9,8,0.7082219136420796,0,1,0,1,0,0,0.034566410072320725,High Risk
Quebec,Employed,Debt consolidation,Mortgage,76238.24,36778.88,0.435,742.0,0.264,1,1,32.3,2.0,26.5,7,0.4824203706696271,0,0,0,0,0,0,0.021378230714801816,Medium Risk
Ontario,Employed,Auto,Mortgage,43869.67,23135.01,0.553,687.0,0.3745,0,3,4.5,1.1,20.8,4,0.5273577394131298,1,0,0,1,1,0,0.03863403325662909,High Risk
British Columbia,Employed,Personal,Rent,59929.38,33268.86,0.1902,623.0,0.346,1,1,8.1,3.6,183.7,7,0.5551343931807738,0,0,0,1,0,0,0.013016938042163525,Low Risk
Quebec,Employed,Debt consolidation,Rent,42158.35,26348.4,0.3018,638.0,0.4016,0,0,9.0,0.1,164.8,7,0.6249865091968733,0,0,0,1,1,0,0.02433973944713079,Medium Risk
Quebec,Employed,Home improvement,Rent,52359.03,23891.17,0.4772,617.0,0.3086,2,2,4.4,6.2,34.8,9,0.4562951223504331,1,1,0,1,0,1,0.10914242381611432,Very High Risk
Quebec,Part-time,Education,Other,101978.41,27232.44,0.0922,510.0,0.6608,1,2,46.3,4.2,117.5,4,0.2670412296092869,0,1,0,0,0,0,0.047682459362442975,High Risk
Ontario,Employed,Debt consolidation,Mortgage,61534.53,36379.55,0.4284,667.0,0.1755,0,4,25.8,6.3,68.9,2,0.5912054581387068,0,0,0,0,0,0,0.018530065046363516,Medium Risk
Quebec,Employed,Personal,Rent,58839.7,13538.73,0.2397,719.0,0.1715,1,1,15.3,3.1,25.7,5,0.23009515684138432,0,0,0,0,0,0,0.016636992572617006,Low Risk
Ontario,Unemployed,Auto,Own,50443.46,9283.71,0.0838,646.0,0.2697,2,2,11.8,0.7,9.0,4,0.18404189561937265,0,0,0,1,1,0,0.03488564051437881,High Risk
Quebec,Unemployed,Debt consolidation,Rent,74224.22,17428.5,0.3015,743.0,0.2354,2,0,96.0,8.8,3.0,5,0.23480879960745965,0,0,0,0,0,0,0.006647899178327629,Very Low Risk
British Columbia,Part-time,Debt consolidation,Rent,37432.1,35504.63,0.2178,509.0,0.7891,1,4,96.0,1.1,51.6,5,0.9485075643632069,0,1,1,0,1,0,0.013873318842043411,Low Risk
Alberta,Employed,Auto,Rent,34832.47,27071.42,0.3671,581.0,0.497,2,1,3.4,4.5,44.2,8,0.7771892145460829,0,1,0,1,0,0,0.10601528498626372,Very High Risk
Ontario,Employed,Debt consolidation,Rent,81726.25,28378.23,0.1684,763.0,0.765,1,1,2.7,3.1,41.6,9,0.3472351906517184,0,0,1,1,0,0,0.027952857864662766,Medium Risk
Ontario,Employed,Debt consolidation,Mortgage,97853.73,26315.64,0.2256,834.0,0.3303,0,2,22.6,3.5,9.0,4,0.268928328025922,0,0,0,0,0,0,0.008544764858116794,Very Low Risk
Ontario,Employed,Debt consolidation,Own,80587.84,34602.82,0.2967,695.0,0.3166,2,1,45.9,5.5,103.3,5,0.42938016455088013,0,0,0,0,0,0,0.010525182038039326,Low Risk
Ontario,Employed,Home improvement,Rent,89042.68,31105.51,0.1459,660.0,0.3083,2,3,1.2,11.2,64.4,7,0.3493325897198961,0,0,0,1,0,0,0.03162924449573264,High Risk
Ontario,Employed,Debt consolidation,Mortgage,50883.38,76362.62,0.3676,751.0,0.079,0,2,11.5,0.7,20.8,6,1.5007379619828713,0,0,0,1,1,0,0.010223587274905622,Low Risk
Ontario,Employed,Home improvement,Mortgage,74102.97,26878.38,0.2569,608.0,0.7321,0,0,4.8,2.5,14.1,5,0.36271663605385857,0,1,1,1,0,0,0.018454902223496716,Medium Risk
British Columbia,Self-employed,Auto,Own,35055.1,44313.04,0.2388,675.0,0.7524,2,3,4.6,1.4,167.8,5,1.2640968075971828,0,0,1,1,1,0,0.015200247462217112,Low Risk
British Columbia,Employed,Auto,Rent,130051.28,43894.07,0.536,618.0,0.7719,0,0,29.6,5.0,84.2,3,0.33751355619106554,1,1,1,0,0,0,0.03769065782278867,High Risk
Alberta,Employed,Debt consolidation,Mortgage,87108.26,60945.57,0.5246,630.0,0.6078,3,2,2.5,0.1,71.8,4,0.6996531672197333,1,0,0,1,1,0,0.3970024673746051,Very High Risk
Ontario,Employed,Education,Own,79611.22,22159.53,0.1969,706.0,0.584,0,2,31.7,1.9,25.6,8,0.27834682096317576,0,0,0,0,1,0,0.013214908110456685,Low Risk
Alberta,Employed,Debt consolidation,Mortgage,135424.44,34191.68,0.2267,496.0,0.3654,0,2,32.6,6.5,5.9,5,0.2524779131447765,0,1,0,0,0,0,0.04710711575314491,High Risk
Other,Employed,Home improvement,Rent,47695.26,39631.39,0.3255,850.0,0.2602,2,3,2.3,6.7,11.6,4,0.8309293208591377,0,0,0,1,0,0,0.0279090352829206,Medium Risk
Ontario,Self-employed,Auto,Mortgage,110028.73,60469.39,0.0975,787.0,0.2753,0,0,17.9,7.4,15.0,3,0.549578187442498,0,0,0,0,0,0,0.004721351403889458,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,44278.67,24833.61,0.1264,589.0,0.4169,0,0,15.3,1.9,20.3,10,0.5608481465229196,0,1,0,0,1,0,0.018863917544559215,Medium Risk
British Columbia,Unemployed,Home improvement,Mortgage,61985.83,14904.52,0.443,757.0,0.877,2,0,26.3,0.8,20.7,8,0.24045043843084782,0,0,1,0,1,0,0.041737170518802255,High Risk
Ontario,Employed,Auto,Mortgage,62449.07,28035.26,0.1706,621.0,0.2181,0,0,2.6,4.1,192.1,7,0.4489299840654152,0,0,0,1,0,0,0.0052602282167350575,Very Low Risk
Quebec,Part-time,Debt consolidation,Rent,56496.36,14618.53,0.1378,649.0,0.2774,0,1,15.7,8.1,107.9,10,0.2587517142697335,0,0,0,0,0,0,0.015725681727436547,Low Risk
Ontario,Part-time,Debt consolidation,Own,33011.95,21220.15,0.1244,656.0,0.4029,1,0,58.6,0.7,35.9,6,0.6428020762178546,0,0,0,0,1,0,0.0045439756577109434,Very Low Risk
Quebec,Employed,Education,Mortgage,76176.51,42435.19,0.4712,595.0,0.617,0,0,20.6,0.7,34.5,3,0.5570639820595614,1,1,0,0,1,0,0.08517528568057468,Very High Risk
Ontario,Self-employed,Education,Rent,40293.08,21246.9,0.3028,654.0,0.1131,0,1,17.4,1.9,29.7,6,0.5273089076337674,0,0,0,0,1,0,0.01171833959808203,Low Risk
British Columbia,Employed,Education,Rent,69046.02,43781.53,0.1231,735.0,0.1581,1,0,41.7,1.9,97.7,4,0.6340920157309573,0,0,0,0,1,0,0.00440291049450248,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,65072.74,33269.7,0.2855,566.0,0.0181,0,2,90.2,6.6,3.0,6,0.511269388687183,0,1,0,0,0,0,0.003726856073486462,Very Low Risk
Ontario,Self-employed,Debt consolidation,Own,69507.63,22967.56,0.1283,636.0,0.417,1,3,19.5,7.0,55.1,5,0.3304322129815101,0,0,0,0,0,0,0.021121540842850967,Medium Risk
Ontario,Part-time,Auto,Mortgage,64494.41,32630.11,0.439,826.0,0.2738,1,1,58.9,2.1,127.0,6,0.505937026170175,0,0,0,0,0,0,0.0028990091047404907,Very Low Risk
Other,Employed,Education,Rent,72070.45,21018.23,0.1683,666.0,0.3831,0,1,69.3,5.7,71.9,8,0.29163450484907477,0,0,0,0,0,0,0.004485872717214735,Very Low Risk
Quebec,Unemployed,Education,Rent,65779.83,22401.06,0.4187,691.0,0.5114,0,1,39.8,0.4,80.8,7,0.3405460305993494,0,0,0,0,1,1,0.04960782702915544,High Risk
British Columbia,Employed,Education,Mortgage,68973.9,24026.91,0.2979,688.0,0.5228,2,0,96.0,7.6,63.9,11,0.34834785331842916,0,0,0,0,0,0,0.0021836863402838946,Very Low Risk
Ontario,Employed,Auto,Rent,55104.52,22520.62,0.3148,602.0,0.1637,2,5,8.9,1.0,36.3,9,0.4086891601632679,0,1,0,1,1,0,0.08452944436314123,Very High Risk
Ontario,Employed,Auto,Rent,76109.95,39417.4,0.6939,478.0,0.5064,0,0,32.1,5.3,49.3,5,0.5179007475369515,1,1,0,0,0,1,0.09553621695142675,Very High Risk
Alberta,Part-time,Debt consolidation,Rent,67008.28,37683.09,0.4772,642.0,0.4178,4,0,6.0,4.7,17.9,7,0.5623646809021213,1,0,0,1,0,0,0.263209429466157,Very High Risk
Alberta,Employed,Personal,Other,37213.59,53347.13,0.5168,651.0,0.4075,0,1,12.3,1.8,190.6,5,1.4335389302671417,1,0,0,0,1,0,0.029267157940109485,High Risk
Alberta,Employed,Home improvement,Rent,144836.79,74268.43,0.4845,648.0,0.4927,1,4,20.5,10.6,107.9,7,0.512773239451109,1,0,0,0,0,0,0.17896183451291198,Very High Risk
Ontario,Employed,Home improvement,Rent,61555.21,40519.1,0.4145,695.0,0.5632,2,5,2.1,0.5,172.6,5,0.6582562223408871,0,0,0,1,1,0,0.12231582073005234,Very High Risk
British Columbia,Part-time,Auto,Rent,83452.71,15673.23,0.3322,529.0,0.3873,0,2,21.1,18.8,11.1,8,0.18780971882159367,0,1,0,0,0,0,0.02204375610329092,Medium Risk
Ontario,Employed,Debt consolidation,Mortgage,72157.15,20070.52,0.4448,595.0,0.3673,0,2,7.5,10.6,34.2,2,0.27815012095128483,0,1,0,1,0,0,0.03043768618956849,High Risk
British Columbia,Unemployed,Home improvement,Own,59661.83,39215.4,0.3718,759.0,0.352,1,0,8.4,2.8,14.7,1,0.657294622038915,0,0,0,1,0,0,0.020495355695289888,Medium Risk
Ontario,Employed,Auto,Own,58179.05,60977.63,0.1611,712.0,0.4754,1,1,28.7,0.1,152.3,3,1.0481028823949514,0,0,0,0,1,0,0.010066259570020502,Low Risk
Quebec,Employed,Auto,Own,100137.34,34867.81,0.1553,674.0,0.3714,0,3,12.9,2.9,78.8,5,0.3481998822816743,0,0,0,0,0,0,0.021915607024331395,Medium Risk
Ontario,Employed,Home improvement,Mortgage,73725.39,27956.41,0.2329,571.0,0.6015,2,1,3.2,0.4,86.1,3,0.37919650204630995,0,1,0,1,1,0,0.06872542694545367,Very High Risk
British Columbia,Self-employed,Auto,Rent,60957.66,15816.19,0.3279,814.0,0.2621,1,3,4.3,0.3,38.3,5,0.259461895354907,0,0,0,1,1,0,0.01757282455753971,Low Risk
Alberta,Self-employed,Debt consolidation,Mortgage,102981.5,61501.87,0.2054,682.0,0.5096,1,0,4.7,4.9,300.0,8,0.5972128003573458,0,0,0,1,0,0,0.022493096415748225,Medium Risk
Ontario,Part-time,Auto,Mortgage,102120.67,48419.88,0.2919,686.0,0.0249,1,1,36.4,3.8,140.5,7,0.4741437752024149,0,0,0,0,0,0,0.005231078980674556,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,70004.26,30521.47,0.0769,544.0,0.5453,0,2,22.2,10.1,10.2,13,0.4359944666224599,0,1,0,0,0,0,0.026635414927562356,Medium Risk
British Columbia,Employed,Debt consolidation,Own,54330.85,16753.96,0.4223,753.0,0.5932,1,2,16.0,4.9,51.8,5,0.3083691861990011,0,0,0,0,0,0,0.029946115161990406,High Risk
Ontario,Employed,Debt consolidation,Own,66179.2,20635.58,0.5048,645.0,0.4809,1,0,11.0,0.9,12.5,4,0.31181368164015283,1,0,0,1,1,0,0.05086792213776654,Very High Risk
Other,Employed,Personal,Rent,82144.42,31919.66,0.4249,648.0,0.3226,0,5,4.8,0.2,5.1,2,0.38857977206485844,0,0,0,1,1,0,0.09047723837809109,Very High Risk
Ontario,Employed,Debt consolidation,Rent,187322.73,18934.6,0.1754,708.0,0.537,2,2,10.3,2.4,161.0,5,0.10108009850166073,0,0,0,1,0,0,0.03510583303209527,High Risk
Other,Employed,Debt consolidation,Other,120276.08,19672.11,0.4375,645.0,0.3519,2,1,1.2,0.3,36.3,2,0.16355795765874645,0,0,0,1,1,0,0.11314998211047782,Very High Risk
Alberta,Employed,Education,Other,65888.86,19984.47,0.3503,647.0,0.6896,0,0,27.6,14.8,3.7,5,0.3033057484983046,0,0,0,0,0,0,0.027436197708781536,Medium Risk
Ontario,Part-time,Debt consolidation,Rent,69189.62,22940.11,0.1084,716.0,0.5466,0,4,1.9,1.2,14.0,2,0.3315542129007213,0,0,0,1,1,0,0.055049835454278245,Very High Risk
Ontario,Employed,Personal,Rent,49280.68,15180.08,0.5943,612.0,0.2578,0,1,40.5,5.5,7.1,5,0.3080330872057772,1,1,0,0,0,0,0.020774654314481084,Medium Risk
Quebec,Employed,Home improvement,Rent,76310.3,10208.98,0.3423,794.0,0.1887,2,2,24.7,2.7,191.2,6,0.13378246449037678,0,0,0,0,0,0,0.014038598551172083,Low Risk
Ontario,Employed,Auto,Rent,48700.43,25207.5,0.5396,674.0,0.353,1,1,12.9,5.6,119.8,4,0.5176032326613954,1,0,0,0,0,0,0.03926491052646069,High Risk
Alberta,Employed,Debt consolidation,Rent,52785.22,26708.01,0.2802,534.0,0.3741,1,1,8.0,5.5,42.0,2,0.5059751574399045,0,1,0,1,0,0,0.09102309577464676,Very High Risk
Ontario,Employed,Education,Own,44191.89,12575.57,0.1587,701.0,0.8563,2,1,5.6,3.6,146.7,8,0.28456737197707543,0,0,1,1,0,0,0.016760957061401995,Low Risk
Quebec,Employed,Education,Mortgage,70448.97,38124.49,0.2545,778.0,0.2404,0,1,19.2,1.4,90.5,6,0.5411646188723553,0,0,0,0,1,0,0.008775371378888891,Very Low Risk
Other,Employed,Auto,Mortgage,54123.71,39078.0,0.0894,609.0,0.2638,2,1,23.0,3.6,85.0,8,0.7220125893069784,0,1,0,0,0,0,0.019927524313947665,Medium Risk
Other,Employed,Personal,Mortgage,92404.24,11913.18,0.1885,743.0,0.0993,2,0,1.1,6.5,10.8,1,0.12892460345975465,0,0,0,1,0,0,0.008456342070343965,Very Low Risk
Alberta,Part-time,Debt consolidation,Own,77827.78,18490.37,0.1399,703.0,0.0832,1,3,16.8,4.8,55.2,7,0.23758059140322388,0,0,0,0,0,0,0.016990919997595576,Low Risk
Ontario,Employed,Debt consolidation,Rent,115164.95,74399.07,0.3309,574.0,0.5394,1,0,21.7,11.3,13.2,5,0.64602181479695,0,1,0,0,0,0,0.1020730516959412,Very High Risk
Other,Part-time,Debt consolidation,Own,122256.13,44396.84,0.4918,623.0,0.1005,0,1,10.6,7.8,17.9,7,0.36314612608791064,1,0,0,1,0,0,0.028940758053976598,High Risk
British Columbia,Part-time,Home improvement,Other,54141.04,28608.22,0.2521,711.0,0.1301,1,0,30.1,2.9,9.4,5,0.5284017447762362,0,0,0,0,0,0,0.006455106528093778,Very Low Risk
Ontario,Self-employed,Debt consolidation,Mortgage,73471.75,46262.32,0.1284,750.0,0.478,1,0,0.7,10.4,149.2,9,0.6296613324168813,0,0,0,1,0,0,0.008668904697071215,Very Low Risk
Alberta,Employed,Home improvement,Rent,76117.01,17496.84,0.3236,647.0,0.111,2,2,10.2,3.2,3.8,4,0.22986767346746806,0,0,0,1,0,0,0.04627811751154178,High Risk
Alberta,Employed,Debt consolidation,Rent,104636.25,34526.44,0.0618,687.0,0.6201,1,3,33.6,3.9,19.9,8,0.3299663357584012,0,0,0,0,0,0,0.06270281635691158,Very High Risk
Ontario,Employed,Debt consolidation,Other,107278.31,12335.74,0.3018,686.0,0.6791,2,1,3.0,4.8,17.6,4,0.11498820218178307,0,0,0,1,0,0,0.08110803183993356,Very High Risk
Quebec,Employed,Education,Rent,43154.25,74368.46,0.3379,687.0,0.3653,0,1,31.1,0.1,24.6,5,1.7233171703829868,0,0,0,0,1,0,0.01959384278471379,Medium Risk
Ontario,Self-employed,Auto,Mortgage,93490.17,21342.65,0.3236,709.0,0.0789,3,0,1.5,3.1,26.3,10,0.22828763708526792,0,0,0,1,0,0,0.0156231548941244,Low Risk
Ontario,Employed,Debt consolidation,Rent,141549.66,17923.56,0.542,666.0,0.0849,0,2,3.3,7.7,168.7,5,0.12662382940375838,1,0,0,1,0,0,0.020923676947272516,Medium Risk
British Columbia,Employed,Education,Mortgage,79209.73,12676.57,0.2041,725.0,0.3997,0,2,0.8,17.1,7.0,9,0.160038040781101,0,0,0,1,0,0,0.006348505243119578,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,141099.59,23313.52,0.2465,666.0,0.3809,0,3,8.8,1.6,67.7,3,0.1652274113624285,0,0,0,1,1,0,0.022822819336866258,Medium Risk
Ontario,Employed,Debt consolidation,Rent,67366.75,28554.47,0.8254,657.0,0.3116,0,3,19.4,3.6,42.3,5,0.4238659279243841,1,0,0,0,0,0,0.11256289777930452,Very High Risk
Ontario,Part-time,Home improvement,Mortgage,40914.22,30159.82,0.1467,690.0,0.6689,3,6,2.2,1.4,50.4,15,0.7371476225136395,0,0,0,1,1,0,0.10390280992846507,Very High Risk
Ontario,Employed,Personal,Rent,75188.1,12748.4,0.2751,652.0,0.7241,4,1,20.4,1.9,3.6,6,0.16955342667257184,0,0,1,0,1,0,0.07658643191120051,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,77045.23,16049.88,0.2667,647.0,0.3238,0,2,81.0,2.7,89.2,8,0.2083176336808911,0,0,0,0,0,0,0.0028843000464434864,Very Low Risk
Ontario,Self-employed,Education,Mortgage,83388.12,28893.79,0.1073,806.0,0.1873,0,4,17.2,3.3,136.0,6,0.34649767856620345,0,0,0,0,0,0,0.0049747838414814696,Very Low Risk
Ontario,Employed,Home improvement,Mortgage,86441.42,33463.95,0.1937,594.0,0.4355,1,2,4.3,0.3,58.2,5,0.3871286473544743,0,1,0,1,1,0,0.04074650908735259,High Risk
Ontario,Employed,Personal,Rent,50217.0,15228.9,0.2798,728.0,0.2385,1,2,3.3,1.6,7.6,3,0.3032618435987813,0,0,0,1,1,0,0.020852968879745155,Medium Risk
Alberta,Employed,Auto,Mortgage,62614.95,40203.83,0.2767,590.0,0.2966,1,1,38.1,11.7,93.3,5,0.6420803657912368,0,1,0,0,0,0,0.013210859600651622,Low Risk
Quebec,Employed,Auto,Mortgage,83766.17,9694.32,0.2814,720.0,0.4049,3,0,2.9,3.6,3.0,5,0.11573072995936187,0,0,0,1,0,0,0.03666033862207602,High Risk
British Columbia,Employed,Personal,Other,42406.58,40323.51,0.2457,719.0,0.4226,1,3,25.3,0.1,79.6,5,0.9508786136491082,0,0,0,0,1,0,0.01646032282126277,Low Risk
Other,Employed,Home improvement,Rent,28861.32,33024.52,0.2124,612.0,0.5351,2,1,12.3,4.6,18.1,6,1.1442484266138901,0,1,0,0,0,0,0.05793216749545966,Very High Risk
British Columbia,Employed,Auto,Rent,58098.58,37436.17,0.05,632.0,0.4415,1,2,1.8,2.3,108.2,13,0.6443560238477428,0,0,0,1,0,0,0.02444132534682123,Medium Risk
Quebec,Unemployed,Auto,Own,113726.07,36394.27,0.5788,646.0,0.4947,1,1,58.6,6.4,55.8,4,0.32001694949979365,1,0,0,0,0,0,0.04529427400238265,High Risk
British Columbia,Self-employed,Home improvement,Rent,32075.87,7420.79,0.2944,779.0,0.1133,1,2,3.6,5.1,83.9,3,0.23135116833931552,0,0,0,1,0,0,0.00730909008323533,Very Low Risk
Other,Part-time,Home improvement,Rent,48837.81,27924.94,0.3418,528.0,0.6969,0,6,3.7,0.6,51.7,8,0.5717893574670936,0,1,0,1,1,0,0.2517610037511077,Very High Risk
British Columbia,Employed,Home improvement,Mortgage,64260.6,20778.06,0.526,675.0,0.4034,0,2,96.0,8.7,5.1,8,0.3233405850552283,1,0,0,0,0,0,0.002389762735766125,Very Low Risk
Quebec,Employed,Personal,Mortgage,58060.43,21357.03,0.285,790.0,0.6413,1,0,28.5,4.3,45.9,7,0.36784140248358477,0,0,0,0,0,0,0.011731132676642662,Low Risk
British Columbia,Employed,Debt consolidation,Rent,157265.18,26891.32,0.4528,589.0,0.273,0,1,0.6,0.0,50.8,2,0.17099347738641194,1,1,0,1,1,0,0.06983501857291481,Very High Risk
Ontario,Employed,Home improvement,Own,118692.58,58322.82,0.1474,694.0,0.0322,0,1,8.9,0.2,30.2,5,0.4913771357906282,0,0,0,1,1,1,0.007246021024486933,Very Low Risk
Ontario,Employed,Education,Mortgage,108781.53,22616.4,0.4493,780.0,0.507,1,1,12.4,3.6,22.8,3,0.20790661797090004,0,0,0,0,0,0,0.026908142454824844,Medium Risk
Quebec,Unemployed,Auto,Rent,48031.85,14546.2,0.05,638.0,0.3869,1,2,73.8,1.7,36.0,4,0.3028448831348366,0,0,0,0,1,0,0.014756932009548635,Low Risk
Quebec,Employed,Debt consolidation,Rent,54424.0,29873.38,0.2826,655.0,0.5694,0,1,45.1,18.7,8.9,8,0.5489008525650448,0,0,0,0,0,0,0.013374640338042096,Low Risk
British Columbia,Part-time,Debt consolidation,Rent,61003.15,31820.11,0.2127,697.0,0.7402,0,2,23.9,2.0,74.0,1,0.5216142117251322,0,0,1,0,0,0,0.021284014400249927,Medium Risk
Ontario,Employed,Personal,Rent,56978.62,16158.68,0.1334,673.0,0.2624,0,0,5.7,5.2,7.0,3,0.2835919859062926,0,0,0,1,0,0,0.007991176769540342,Very Low Risk
Ontario,Employed,Auto,Own,80930.57,29879.62,0.0513,722.0,0.4631,3,1,1.8,11.6,194.8,9,0.3692006617524132,0,0,0,1,0,0,0.011255630731790868,Low Risk
Other,Employed,Personal,Mortgage,85016.99,40010.23,0.05,691.0,0.5778,3,2,10.7,3.0,68.7,7,0.4706145206975688,0,0,0,1,0,0,0.04344469653826219,High Risk
Ontario,Self-employed,Debt consolidation,Rent,55524.08,24283.35,0.1926,667.0,0.3747,0,1,40.6,6.6,149.8,5,0.43734808393043156,0,0,0,0,0,0,0.006435408525987542,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,115235.74,39631.12,0.3533,713.0,0.4952,0,1,39.1,2.6,27.7,7,0.3439134421317553,0,0,0,0,0,0,0.02388835857416918,Medium Risk
British Columbia,Unemployed,Personal,Rent,61082.52,15139.88,0.1505,743.0,0.7092,0,1,,0.6,3.0,7,0.24785945308084867,0,0,1,0,1,0,0.022486664077954046,Medium Risk
Ontario,Unemployed,Personal,Mortgage,56175.18,26681.32,0.05,491.0,0.5376,0,0,1.7,0.1,44.6,3,0.4749663463472658,0,1,0,1,1,0,0.05017765745963424,High Risk
Ontario,Employed,Debt consolidation,Rent,83193.36,48370.25,0.1152,825.0,0.189,1,0,30.4,1.5,3.0,8,0.581419598871833,0,0,0,0,1,0,0.00897657634961045,Very Low Risk
Ontario,Self-employed,Home improvement,Mortgage,51241.29,39360.04,0.4873,727.0,0.3431,3,1,11.4,4.6,6.9,3,0.7681313253432925,1,0,0,1,0,0,0.03525831548722664,High Risk
Ontario,Employed,Personal,Own,76822.41,34994.27,0.4156,589.0,0.1237,0,1,32.5,1.3,132.2,2,0.45552163750134883,0,1,0,0,1,0,0.00839889449326832,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,75735.32,25214.92,0.2009,795.0,0.3415,1,0,8.3,7.7,92.5,9,0.3329347522397739,0,0,0,1,0,0,0.006404445160351801,Very Low Risk
British Columbia,Part-time,Debt consolidation,Rent,92334.99,24042.61,0.4663,659.0,0.4573,0,6,35.3,0.6,72.7,6,0.2603846060956957,1,0,0,0,1,0,0.08511917382300373,Very High Risk
Other,Employed,Auto,Rent,91458.2,30823.9,0.2892,660.0,0.1207,0,0,19.1,6.8,115.9,9,0.3370271883767667,0,0,0,0,0,0,0.009740758789307661,Very Low Risk
Ontario,Employed,Auto,Mortgage,87030.31,33167.8,0.7588,598.0,0.5262,0,0,34.8,18.5,109.0,1,0.38110630652700195,1,1,0,0,0,0,0.01971377668881952,Medium Risk
Quebec,Self-employed,Debt consolidation,Other,47360.26,21888.66,0.1164,850.0,0.2784,0,0,24.0,0.9,203.5,7,0.4621735607025806,0,0,0,0,1,0,0.003590481493418497,Very Low Risk
Alberta,Employed,Debt consolidation,Mortgage,75973.66,26442.1,0.2055,739.0,0.2587,0,1,46.1,14.6,36.7,7,0.3480429927951345,0,0,0,0,0,0,0.0037005576556693306,Very Low Risk
Ontario,Self-employed,Home improvement,Mortgage,126572.25,23847.63,0.0884,712.0,0.0608,0,2,9.0,1.5,39.8,7,0.18841120387762722,0,0,0,1,1,0,0.004017887427249143,Very Low Risk
Ontario,Unemployed,Auto,Own,82876.47,30308.46,0.5701,690.0,0.9156,2,2,4.7,0.6,217.0,5,0.36570645443755023,1,0,1,1,1,0,0.1352726926082952,Very High Risk
Ontario,Employed,Auto,Mortgage,64731.46,21561.96,0.1816,707.0,0.3823,1,2,29.0,2.5,118.5,2,0.3330986200527533,0,0,0,0,0,0,0.009387297311740971,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,69207.95,41085.55,0.0995,641.0,0.3312,1,0,40.0,3.2,3.0,7,0.5936536192735083,0,0,0,0,0,0,0.009818542372148416,Very Low Risk
British Columbia,Employed,Auto,Mortgage,95553.05,50202.38,0.209,701.0,0.0748,1,2,28.3,0.1,190.6,11,0.5253875203355622,0,0,0,0,1,0,0.006142082295192922,Very Low Risk
Other,Employed,Debt consolidation,Rent,80468.18,53799.8,0.1961,747.0,0.6251,0,0,58.3,0.7,50.8,8,0.668584774751958,0,0,0,0,1,0,0.014328818047729053,Low Risk
Quebec,Employed,Debt consolidation,Own,45286.42,14009.92,0.2016,578.0,0.5187,2,1,70.3,10.7,3.1,4,0.3093624976317404,0,1,0,0,0,0,0.013829908903269945,Low Risk
British Columbia,Employed,Auto,Mortgage,48534.42,28308.99,0.3149,770.0,0.6109,0,1,7.4,7.4,8.7,10,0.5832765694943919,0,0,0,1,0,0,0.00967679136184077,Very Low Risk
Alberta,Employed,Debt consolidation,Rent,55758.96,18005.32,0.1128,613.0,0.2827,1,0,8.6,,46.7,4,0.3229134833217836,0,1,0,1,0,0,0.03552629064323377,High Risk
Ontario,Employed,Auto,Own,58534.64,23963.11,0.5911,698.0,0.24,0,0,3.0,13.0,39.4,5,0.4093834010083602,1,0,0,1,0,0,0.010054730326581846,Low Risk
