borrower_id,period,region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,default
B008011,Development,Ontario,Employed,Education,Other,51038.91,26198.67,0.4146,733.0,0.3667,2,1,18.7,4.1,64.3,6,0
B008012,OOT,Alberta,Part-time,Debt consolidation,Other,61069.18,16911.06,0.2756,519.0,0.3901,1,4,22.8,0.7,40.3,9,0
B008013,Development,Alberta,Employed,Home improvement,Rent,76895.71,31374.03,0.1716,790.0,0.5541,1,1,1.3,5.6,46.9,6,0
B008014,OOT,Alberta,Employed,Education,Mortgage,90802.56,37150.03,0.1478,560.0,0.8446,1,1,23.5,3.0,13.9,2,0
B008015,OOT,Alberta,Employed,Debt consolidation,Own,68282.64,61846.94,0.5942,690.0,0.1702,5,1,8.3,1.7,21.7,5,0
B008016,Development,Ontario,Employed,Debt consolidation,Mortgage,131227.09,17658.52,0.4002,787.0,0.1739,0,2,11.7,8.9,139.5,11,0
B008017,OOT,Ontario,Employed,Education,Mortgage,74747.22,50618.3,0.357,585.0,0.133,2,1,15.6,0.4,10.6,5,1
B008018,Development,Alberta,Part-time,Debt consolidation,Mortgage,77686.31,16934.21,0.3467,673.0,0.2842,2,2,3.9,1.4,3.6,7,0
B008019,Development,Alberta,Employed,Personal,Other,54583.61,15752.57,0.0681,646.0,0.1305,0,3,20.9,0.9,87.4,9,0
B008020,Development,British Columbia,Employed,Auto,Rent,56573.05,29873.17,0.1663,695.0,0.1434,1,1,43.7,7.5,78.1,7,0
B008021,OOT,Ontario,Employed,Debt consolidation,Own,37945.62,62491.27,0.4381,702.0,0.3277,0,0,12.6,10.3,5.8,2,1
B008022,Development,Ontario,Self-employed,Home improvement,Mortgage,57347.33,63720.42,0.1913,621.0,0.0387,0,1,41.6,0.4,5.1,3,0
B008023,Development,Ontario,Employed,Personal,Other,57339.02,29774.74,0.224,646.0,0.3453,0,1,57.6,9.9,9.1,4,0
B008024,Development,Quebec,Self-employed,Auto,Rent,98789.31,28253.63,0.2341,627.0,0.6434,0,2,8.2,3.3,46.6,4,0
B008025,Development,Alberta,Employed,Home improvement,Own,104712.68,18600.19,0.1548,623.0,0.19,0,5,50.8,15.3,43.1,10,0
B008026,OOT,Ontario,Part-time,Personal,Rent,100344.16,42002.84,0.1473,721.0,0.617,0,2,4.8,3.8,30.3,6,0
B008027,Development,Ontario,Unemployed,Debt consolidation,Mortgage,64822.85,32890.9,0.4986,617.0,0.1893,0,2,8.6,0.8,181.1,4,0
B008028,Development,Other,Employed,Debt consolidation,Own,59702.01,32876.47,0.0778,583.0,0.0604,2,4,20.0,5.3,56.0,6,0
B008029,Development,Ontario,Unemployed,Personal,Mortgage,66461.81,26968.45,0.1626,787.0,0.3593,0,1,47.9,2.6,43.9,4,0
B008030,Development,Other,Employed,Personal,Rent,49507.54,48064.2,0.4324,646.0,0.1733,0,3,12.2,1.4,15.3,1,0
B008031,Development,Ontario,Self-employed,Debt consolidation,Rent,102628.23,19819.7,0.2491,821.0,0.5471,0,1,25.2,6.0,7.0,3,0
B008032,Development,British Columbia,Part-time,Home improvement,Mortgage,45906.35,21108.34,0.2765,792.0,0.4978,0,2,6.4,1.0,40.8,7,0
B008033,OOT,Ontario,Employed,Debt consolidation,Rent,123667.48,17160.79,0.11,718.0,0.0874,0,3,15.5,5.1,3.0,5,0
B008034,Development,Ontario,Employed,Auto,Own,72227.55,32313.88,0.2372,726.0,0.1402,2,4,4.2,2.2,79.8,9,0
B008035,Development,Quebec,Part-time,Auto,Rent,62957.45,33119.01,0.4257,608.0,0.5888,1,1,19.6,5.8,3.0,6,0
B008036,Development,Ontario,Employed,Debt consolidation,Mortgage,86147.54,25641.17,0.4586,600.0,0.3468,0,2,21.6,2.4,3.0,11,0
B008037,Development,Other,Employed,Personal,Rent,46708.2,26716.94,0.3866,594.0,0.2782,2,0,14.9,3.2,172.3,7,0
B008038,Development,British Columbia,Employed,Auto,Rent,56852.6,18018.48,0.2747,605.0,0.4462,2,4,34.0,0.1,3.0,6,0
B008039,Development,Quebec,Employed,Debt consolidation,Rent,40456.63,44517.83,0.1554,700.0,0.3511,0,2,8.6,2.7,18.7,6,0
B008040,OOT,Quebec,Employed,Personal,Rent,88540.98,46400.57,0.1862,633.0,0.5419,2,0,6.0,1.2,35.0,4,0
B008041,OOT,Quebec,Self-employed,Education,Mortgage,50760.38,22752.72,0.069,657.0,0.3076,0,0,13.6,5.2,3.0,3,0
B008042,Development,British Columbia,Part-time,Debt consolidation,Mortgage,72460.07,24455.0,0.0697,583.0,0.457,0,0,33.3,9.8,103.9,4,0
B008043,OOT,Ontario,Employed,Education,Rent,,13492.62,0.1103,727.0,0.5472,0,0,,16.7,73.0,4,0
B008044,Development,Alberta,Employed,Home improvement,Rent,46223.25,29184.15,0.4681,738.0,0.0506,0,3,3.1,3.4,16.3,4,0
B008045,OOT,Quebec,Employed,Home improvement,Own,67500.29,17494.03,0.1554,693.0,0.6141,0,1,41.7,4.7,82.9,6,0
B008046,Development,Quebec,Self-employed,Debt consolidation,Rent,41973.75,53460.2,0.3268,769.0,0.4111,0,0,6.5,10.1,17.1,8,0
B008047,OOT,Quebec,Employed,Home improvement,Rent,129850.64,19148.93,0.1271,618.0,0.7162,1,3,15.8,3.8,28.4,5,0
B008048,Development,Ontario,Employed,Auto,Rent,51914.45,41945.18,0.0822,760.0,0.5009,0,1,11.6,2.9,4.3,11,0
B008049,Development,Quebec,Employed,Debt consolidation,Rent,100682.44,7227.16,0.2934,724.0,0.4539,1,2,0.1,1.1,102.5,5,0
B008050,OOT,Quebec,Part-time,Auto,Other,53943.38,26002.97,0.3541,,0.5963,0,1,17.6,7.6,67.5,4,0
B008051,Development,Ontario,Employed,Debt consolidation,Own,44518.74,29666.26,0.3911,618.0,0.2099,0,1,7.4,1.8,31.1,8,0
B008052,Development,British Columbia,Employed,Debt consolidation,Own,105130.65,37314.66,0.317,645.0,0.3226,2,2,27.1,15.1,19.0,3,0
B008053,OOT,Ontario,Employed,Debt consolidation,Mortgage,62390.34,41556.67,0.5933,734.0,0.4525,1,1,4.2,0.6,22.8,7,0
B008054,Development,Ontario,Employed,Auto,Rent,58229.67,26079.48,0.3109,711.0,0.4107,0,3,6.8,1.4,63.4,4,0
B008055,Development,Ontario,Employed,Debt consolidation,Other,81594.5,30232.48,0.5003,751.0,0.3206,0,3,10.8,0.2,72.3,3,0
B008056,OOT,Quebec,Employed,Personal,Own,97384.07,15302.26,0.0766,610.0,0.6192,0,1,5.1,0.5,74.3,6,0
B008057,OOT,Ontario,Employed,Education,Mortgage,38633.37,21315.95,0.3203,781.0,0.5516,1,1,50.8,1.1,50.5,3,0
B008058,Development,British Columbia,Employed,Personal,Own,94251.74,18458.07,0.3447,839.0,0.213,2,1,45.3,0.3,9.2,4,0
B008059,Development,British Columbia,Employed,Debt consolidation,Rent,87616.78,63603.63,0.374,695.0,0.1886,0,2,9.2,0.2,40.7,3,0
B008060,Development,Ontario,Employed,Home improvement,Mortgage,64097.87,14673.69,0.2109,653.0,0.0949,0,2,15.2,0.9,73.8,5,0
B008061,Development,Ontario,Employed,Auto,Rent,86289.88,26547.27,0.2868,703.0,0.1087,0,1,28.1,27.0,52.0,2,0
B008062,Development,Ontario,Self-employed,Debt consolidation,Mortgage,66150.06,16615.88,0.0589,607.0,0.6218,0,0,23.4,7.0,29.3,6,0
B008063,Development,Ontario,Employed,Education,Mortgage,59875.21,21831.61,0.3951,761.0,0.1678,2,2,49.5,3.0,36.0,8,0
B008064,OOT,Other,Employed,Personal,Rent,92780.27,24569.13,0.1313,436.0,0.5201,0,3,2.5,1.1,37.9,1,0
B008065,Development,Ontario,Employed,Home improvement,Mortgage,83446.04,18694.42,0.1895,734.0,0.4978,1,0,11.4,6.7,10.3,3,0
B008066,OOT,Ontario,Employed,Debt consolidation,Own,72467.48,43480.67,0.2473,648.0,0.7231,0,4,22.7,1.9,33.6,6,0
B008067,Development,British Columbia,Part-time,Debt consolidation,Mortgage,68642.26,27603.6,0.7022,619.0,0.537,1,2,40.7,0.5,50.5,9,0
B008068,Development,Alberta,Part-time,Auto,Mortgage,65571.73,16810.33,0.4031,713.0,0.6587,0,0,20.0,17.7,3.0,4,0
B008069,OOT,Other,Self-employed,Home improvement,Rent,107473.55,14240.44,0.0808,641.0,0.6844,1,3,4.0,16.4,55.3,4,0
B008070,Development,British Columbia,Self-employed,Auto,Own,57153.11,20733.47,0.2048,557.0,0.2836,3,0,22.5,6.8,54.9,1,0
B008071,Development,Quebec,Part-time,Debt consolidation,Rent,164262.25,35215.77,0.2806,625.0,0.5623,1,1,16.8,0.7,105.4,2,1
B008072,Development,Ontario,Employed,Home improvement,Rent,68241.27,26250.32,0.1792,603.0,0.6129,1,0,2.2,8.1,7.1,5,0
B008073,OOT,British Columbia,Self-employed,Home improvement,Rent,85342.28,28784.72,0.1163,550.0,0.3138,1,1,5.7,15.8,37.6,7,0
B008074,Development,Ontario,Self-employed,Auto,Mortgage,89145.99,16798.17,0.0574,522.0,0.3913,1,1,11.8,6.9,20.4,8,0
B008075,Development,Ontario,Self-employed,Debt consolidation,Rent,96569.56,25840.64,0.3051,674.0,0.4408,0,3,4.7,1.7,132.5,8,0
B008076,OOT,Ontario,Employed,Debt consolidation,Rent,85421.02,66232.96,0.5006,596.0,0.3031,0,1,1.5,5.0,52.4,5,0
B008077,Development,Ontario,Employed,Home improvement,Mortgage,48415.95,13673.5,0.3517,650.0,0.5827,2,2,0.0,9.6,88.5,5,0
B008078,Development,Ontario,Self-employed,Home improvement,Mortgage,66640.96,28838.66,0.17,571.0,0.3281,0,2,15.4,2.3,17.5,6,0
B008079,Development,British Columbia,Employed,Debt consolidation,Rent,41255.03,56926.68,0.0764,761.0,0.4712,0,2,1.8,10.8,154.2,2,0
B008080,OOT,Alberta,Self-employed,Auto,Rent,80597.3,31731.94,0.621,665.0,0.2634,1,1,18.2,14.6,149.7,2,0
B008081,Development,British Columbia,Employed,Auto,Mortgage,55715.44,29676.02,0.0905,683.0,0.2957,2,0,14.0,5.3,26.1,8,0
B008082,Development,Ontario,Employed,Education,Own,130503.75,14783.29,0.1666,767.0,0.108,0,6,41.6,0.6,3.0,7,0
B008083,Development,British Columbia,Employed,Auto,Rent,74009.57,15208.41,0.128,580.0,0.3351,0,1,6.3,12.8,3.0,4,0
B008084,OOT,British Columbia,Employed,Debt consolidation,Mortgage,43406.49,51361.41,0.2694,667.0,0.3039,0,2,3.4,0.9,3.0,4,0
B008085,Development,Alberta,Employed,Debt consolidation,Mortgage,57963.15,36392.13,0.3268,668.0,0.447,1,0,7.1,2.9,100.6,4,0
B008086,OOT,Other,Self-employed,Auto,Rent,73056.78,22522.27,0.3686,619.0,0.29,0,2,41.3,1.1,67.7,4,0
B008087,Development,Ontario,Employed,Debt consolidation,Own,102195.73,29954.45,0.6888,711.0,0.1851,1,1,4.3,5.5,19.2,5,0
B008088,Development,Quebec,Employed,Education,Other,59021.3,25903.89,0.1438,688.0,0.506,0,3,6.4,3.1,120.3,7,0
B008089,Development,Ontario,Employed,Debt consolidation,Mortgage,50741.25,24732.07,0.108,751.0,0.5079,3,1,10.1,2.2,72.3,3,1
B008090,Development,Quebec,Employed,Debt consolidation,Other,75751.46,23716.89,0.1778,692.0,0.7425,1,0,8.9,10.3,28.0,3,0
B008091,Development,Other,Self-employed,Debt consolidation,Rent,97711.49,25060.28,0.3595,724.0,0.4058,1,1,3.5,3.1,111.5,9,0
B008092,OOT,Ontario,Employed,Personal,Mortgage,117509.01,11410.68,0.2213,679.0,0.0451,1,2,2.3,0.1,27.5,3,0
B008093,Development,Ontario,Employed,Auto,Own,48300.63,41503.65,0.3337,815.0,0.4877,2,2,6.3,13.8,3.0,4,0
B008094,Development,Ontario,Employed,Education,Own,42102.81,21801.04,0.5342,724.0,0.2308,0,2,41.0,1.0,31.7,6,0
B008095,OOT,Ontario,Employed,Personal,Rent,37652.95,13721.84,0.3025,698.0,0.3179,0,1,16.1,6.6,18.8,6,0
B008096,Development,British Columbia,Employed,Auto,Mortgage,65794.87,45923.67,0.5504,698.0,0.1856,0,0,2.4,2.6,3.8,6,0
B008097,Development,British Columbia,Employed,Home improvement,Other,83024.96,39789.91,0.7075,747.0,0.1583,0,0,,2.5,40.6,11,0
B008098,Development,Ontario,Employed,Auto,Rent,63248.24,47138.19,0.0887,695.0,0.6981,1,4,0.8,6.9,3.9,7,0
B008099,OOT,Ontario,Part-time,Debt consolidation,Own,94097.96,41809.67,0.307,677.0,0.3894,0,0,22.2,1.3,6.7,7,0
B008100,OOT,British Columbia,Employed,Personal,Rent,65022.15,32656.89,0.3356,682.0,0.1965,1,3,4.4,2.3,61.2,5,0
B008101,Development,Ontario,Employed,Auto,Mortgage,54166.23,10269.88,0.1752,758.0,0.4665,1,0,94.5,3.5,56.2,9,0
B008102,Development,Ontario,Employed,Auto,Rent,58005.25,51938.56,0.1206,721.0,0.3246,1,3,14.4,2.9,14.1,8,0
B008103,Development,Quebec,Employed,Debt consolidation,Mortgage,68569.55,50623.27,0.5135,726.0,0.5214,0,1,2.7,24.0,217.9,5,0
B008104,OOT,Other,Employed,Debt consolidation,Mortgage,62831.72,40475.94,0.157,588.0,0.1499,0,0,20.4,8.9,17.1,6,0
B008105,Development,Ontario,Employed,Debt consolidation,Mortgage,45025.67,28225.1,0.2511,622.0,0.3342,0,1,25.0,4.6,31.6,9,0
B008106,OOT,Quebec,Employed,Debt consolidation,Rent,43626.34,30897.13,0.1411,610.0,0.168,1,1,1.6,4.8,30.9,8,0
B008107,OOT,Quebec,Employed,Debt consolidation,Mortgage,76238.24,36778.88,0.435,742.0,0.264,1,1,32.3,2.0,26.5,7,0
B008108,Development,Quebec,Employed,Education,Rent,81094.88,26438.68,0.2083,712.0,0.535,1,0,12.5,2.7,30.0,5,0
B008109,Development,Alberta,Employed,Auto,Own,39196.45,34145.52,0.448,691.0,0.2522,3,3,43.0,0.3,49.8,5,0
B008110,Development,British Columbia,Self-employed,Education,Rent,61925.65,19664.49,0.2291,515.0,0.4991,0,0,5.5,2.2,21.7,7,0
B008111,OOT,Ontario,Employed,Auto,Mortgage,43869.67,23135.01,0.553,687.0,0.3745,0,3,4.5,1.1,20.8,4,0
B008112,Development,Ontario,Employed,Debt consolidation,Mortgage,73304.21,30949.31,0.4721,723.0,0.3304,0,1,28.0,3.2,146.9,2,0
B008113,Development,British Columbia,Self-employed,Auto,Mortgage,83743.91,16735.55,0.3947,623.0,0.4657,0,2,34.7,7.3,14.7,8,0
B008114,Development,Ontario,Employed,Debt consolidation,Rent,135401.1,23738.32,0.5862,703.0,0.4451,0,3,0.8,0.1,9.0,6,0
B008115,Development,Alberta,Employed,Debt consolidation,Rent,124869.56,16284.11,0.501,621.0,0.5605,1,3,7.4,1.6,24.6,10,0
B008116,Development,Ontario,Self-employed,Education,Rent,83634.1,44583.34,0.2346,690.0,0.1133,0,2,19.5,3.5,19.8,4,0
B008117,Development,Ontario,Employed,Debt consolidation,Rent,102135.52,14090.54,0.2506,701.0,0.3728,0,1,26.5,19.3,104.0,11,0
B008118,Development,Ontario,Employed,Debt consolidation,Rent,57689.57,15758.95,0.503,662.0,0.5126,1,0,0.2,4.5,21.2,9,1
B008119,Development,British Columbia,Self-employed,Personal,Other,66151.26,26752.45,0.3918,685.0,0.1539,1,1,16.9,11.1,26.7,6,0
B008120,Development,British Columbia,Employed,Home improvement,Mortgage,57258.91,47023.6,0.2667,600.0,0.6567,0,1,12.3,19.2,23.6,8,0
B008121,Development,British Columbia,Unemployed,Debt consolidation,Own,110612.51,85000.0,0.2755,681.0,0.2528,0,1,10.5,1.9,10.2,4,0
B008122,Development,Ontario,Employed,Debt consolidation,Rent,55821.93,33176.02,0.2936,731.0,0.5549,2,1,14.2,0.5,31.0,6,0
B008123,Development,Other,Self-employed,Debt consolidation,Own,82869.98,32729.04,0.0951,753.0,0.5562,0,2,2.8,3.0,7.8,6,0
B008124,OOT,British Columbia,Employed,Personal,Rent,59929.38,33268.86,0.1902,623.0,0.346,1,1,8.1,3.6,183.7,7,0
B008125,Development,Alberta,Employed,Personal,Rent,,20021.47,0.4384,775.0,0.4219,1,2,15.2,7.9,3.0,4,0
B008126,OOT,Quebec,Employed,Debt consolidation,Rent,42158.35,26348.4,0.3018,638.0,0.4016,0,0,9.0,0.1,164.8,7,0
B008127,Development,British Columbia,Employed,Debt consolidation,Rent,80465.58,41470.71,0.3308,540.0,0.589,0,1,6.2,7.2,12.5,4,0
B008128,Development,Alberta,Employed,Debt consolidation,Rent,57431.08,28260.48,0.4422,618.0,0.0468,1,2,47.6,7.8,55.2,5,0
B008129,Development,Ontario,Part-time,Debt consolidation,Rent,81705.88,69450.37,0.067,597.0,0.2292,1,5,3.2,1.7,57.6,6,1
B008130,Development,Ontario,Employed,Auto,Rent,76239.1,22609.44,0.1381,645.0,0.3574,0,2,12.3,9.7,14.8,7,0
B008131,OOT,Quebec,Employed,Home improvement,Rent,52359.03,23891.17,0.4772,617.0,0.3086,2,2,4.4,6.2,34.8,9,1
B008132,Development,Quebec,Employed,Debt consolidation,Other,51296.38,12782.4,0.3856,735.0,0.0981,0,1,2.4,21.3,67.1,6,0
B008133,Development,Other,Employed,Home improvement,Own,64993.43,63424.45,0.2649,608.0,0.0861,2,0,20.9,4.7,63.9,5,0
B008134,Development,Ontario,Employed,Education,Mortgage,75785.46,31204.92,0.1531,578.0,0.1124,0,2,16.0,0.3,71.5,4,0
B008135,Development,Ontario,Employed,Auto,Own,99018.47,15774.25,0.2884,705.0,0.5428,1,2,17.5,2.4,3.0,7,0
B008136,Development,Ontario,Employed,Debt consolidation,Rent,88328.63,26541.08,0.5843,719.0,0.1434,1,2,15.6,4.9,30.5,7,0
B008137,Development,Ontario,Employed,Debt consolidation,Rent,53152.3,14006.7,0.1153,599.0,0.5109,0,1,5.4,9.7,5.9,6,0
B008138,Development,Ontario,Employed,Auto,Rent,47184.52,22079.65,0.2912,737.0,0.268,0,3,28.0,4.8,3.0,6,0
B008139,Development,Alberta,Self-employed,Education,Mortgage,37489.24,43042.45,0.1321,546.0,0.444,0,3,0.3,0.4,52.2,9,0
B008140,Development,British Columbia,Employed,Home improvement,Mortgage,62708.83,44778.62,0.2768,611.0,0.465,1,2,28.4,3.7,74.2,4,0
B008141,Development,Alberta,Employed,Auto,Rent,65048.3,33355.67,0.253,749.0,0.1792,2,2,18.6,12.4,19.6,3,0
B008142,Development,Quebec,Employed,Debt consolidation,Mortgage,78635.8,42898.49,0.7882,760.0,0.4126,1,1,27.2,10.0,3.9,5,0
B008143,Development,Alberta,Employed,Auto,Mortgage,52562.01,34303.7,0.231,643.0,0.4984,1,3,7.1,5.4,40.6,7,0
B008144,OOT,Quebec,Part-time,Education,Other,101978.41,27232.44,0.0922,510.0,0.6608,1,2,46.3,4.2,117.5,4,0
B008145,OOT,Ontario,Employed,Debt consolidation,Mortgage,61534.53,36379.55,0.4284,667.0,0.1755,0,4,25.8,6.3,68.9,2,0
B008146,OOT,Quebec,Employed,Personal,Rent,58839.7,13538.73,0.2397,719.0,0.1715,1,1,15.3,3.1,25.7,5,0
B008147,Development,British Columbia,Employed,Debt consolidation,Rent,60874.78,26449.65,0.0828,752.0,0.1117,0,4,52.2,4.7,52.5,7,0
B008148,Development,Ontario,Employed,Auto,Mortgage,123442.87,29109.27,0.5359,715.0,0.8515,0,2,23.7,1.9,43.6,6,0
B008149,Development,Ontario,Employed,Debt consolidation,Rent,118348.12,18551.55,0.4794,755.0,0.3881,0,2,32.7,0.9,6.2,5,0
B008150,Development,Alberta,Employed,Debt consolidation,Mortgage,63557.71,19862.01,0.4034,850.0,0.4298,0,0,35.4,1.4,77.7,3,0
B008151,Development,British Columbia,Unemployed,Auto,Rent,82086.81,15105.15,0.1289,657.0,0.4044,1,1,22.2,4.0,113.1,5,0
B008152,OOT,Ontario,Unemployed,Auto,Own,50443.46,9283.71,0.0838,646.0,0.2697,2,2,11.8,0.7,9.0,4,0
B008153,Development,Alberta,Employed,Home improvement,Mortgage,56798.83,30752.74,0.0527,594.0,0.6895,1,1,68.4,2.8,15.3,8,0
B008154,Development,Ontario,Self-employed,Personal,Own,91069.49,52260.38,0.3715,646.0,0.1291,0,1,7.4,3.2,9.8,9,0
B008155,Development,Other,Employed,Auto,Rent,73668.35,30956.3,0.365,620.0,0.1626,1,2,27.1,1.7,29.0,8,0
B008156,Development,Ontario,Self-employed,Debt consolidation,Mortgage,95287.43,40124.83,0.3295,543.0,0.3457,1,2,17.7,1.8,114.3,10,0
B008157,Development,British Columbia,Part-time,Debt consolidation,Rent,69335.26,21024.61,0.2859,664.0,0.6441,1,2,67.7,7.0,68.4,10,0
B008158,Development,Alberta,Employed,Home improvement,Mortgage,120806.59,23776.17,0.5308,678.0,0.0954,3,1,0.2,4.0,8.3,5,0
B008159,OOT,Quebec,Unemployed,Debt consolidation,Rent,74224.22,17428.5,0.3015,743.0,0.2354,2,0,96.0,8.8,3.0,5,0
B008160,Development,Quebec,Employed,Home improvement,Rent,114488.23,10394.74,0.4215,644.0,0.2629,0,2,25.2,2.8,5.0,4,0
B008161,OOT,British Columbia,Part-time,Debt consolidation,Rent,37432.1,35504.63,0.2178,509.0,0.7891,1,4,96.0,1.1,51.6,5,0
B008162,Development,Ontario,Employed,Home improvement,Rent,72278.17,40483.12,0.1706,540.0,0.3855,1,0,62.1,5.0,48.8,4,0
B008163,OOT,Alberta,Employed,Auto,Rent,34832.47,27071.42,0.3671,581.0,0.497,2,1,3.4,4.5,44.2,8,0
B008164,Development,Alberta,Employed,Auto,Own,71794.42,11937.19,0.1285,632.0,0.6049,0,0,23.7,14.5,14.4,7,0
B008165,OOT,Ontario,Employed,Debt consolidation,Rent,81726.25,28378.23,0.1684,763.0,0.765,1,1,2.7,3.1,41.6,9,0
B008166,OOT,Ontario,Employed,Debt consolidation,Mortgage,97853.73,26315.64,0.2256,834.0,0.3303,0,2,22.6,3.5,9.0,4,0
B008167,Development,British Columbia,Part-time,Debt consolidation,Own,44903.42,14762.18,0.3838,624.0,0.6269,4,0,0.3,1.1,144.3,4,0
B008168,OOT,Ontario,Employed,Debt consolidation,Own,80587.84,34602.82,0.2967,695.0,0.3166,2,1,45.9,5.5,103.3,5,0
B008169,Development,Other,Self-employed,Home improvement,Rent,37348.38,33915.61,0.4335,656.0,0.419,2,2,18.9,5.8,21.5,6,0
B008170,Development,Ontario,Part-time,Home improvement,Rent,92679.77,32352.75,0.3441,651.0,0.5639,0,5,33.8,18.2,31.5,6,0
B008171,Development,Alberta,Self-employed,Debt consolidation,Mortgage,64776.37,21069.56,0.3208,609.0,0.1766,0,5,29.0,3.5,81.2,6,0
B008172,OOT,Ontario,Employed,Home improvement,Rent,89042.68,31105.51,0.1459,660.0,0.3083,2,3,1.2,11.2,64.4,7,0
B008173,Development,British Columbia,Employed,Personal,Rent,27797.93,58954.0,0.3253,536.0,0.379,0,0,6.3,13.3,79.0,4,0
B008174,OOT,Ontario,Employed,Debt consolidation,Mortgage,50883.38,76362.62,0.3676,751.0,0.079,0,2,11.5,0.7,20.8,6,0
B008175,Development,Ontario,Employed,Debt consolidation,Mortgage,64575.06,32837.85,0.4328,582.0,0.5596,1,2,21.4,13.7,3.0,6,0
B008176,Development,Alberta,Part-time,Debt consolidation,Own,72717.39,21975.41,0.3854,740.0,0.2644,0,1,37.3,0.4,30.8,5,0
B008177,Development,Quebec,Employed,Home improvement,Mortgage,44843.31,24771.71,0.1686,597.0,0.4543,0,3,15.5,0.2,5.0,5,0
B008178,Development,British Columbia,Self-employed,Auto,Mortgage,84804.89,20272.5,0.2557,665.0,0.3142,1,1,14.7,1.2,3.0,5,0
B008179,Development,British Columbia,Employed,Personal,Rent,107079.79,28446.16,0.2243,594.0,0.2134,2,0,27.2,2.4,17.1,5,0
B008180,Development,Other,Employed,Personal,Rent,99927.63,7640.26,0.1082,659.0,0.576,0,0,66.2,8.1,29.4,8,0
B008181,OOT,Ontario,Employed,Home improvement,Mortgage,74102.97,26878.38,0.2569,608.0,0.7321,0,0,4.8,2.5,14.1,5,0
B008182,Development,Ontario,Employed,Personal,Rent,84731.44,26696.81,0.2038,699.0,0.3033,1,2,9.2,28.6,43.9,1,0
B008183,Development,Ontario,Employed,Debt consolidation,Mortgage,96241.6,59504.88,0.2606,549.0,0.5144,0,2,7.9,4.7,11.9,7,0
B008184,OOT,British Columbia,Self-employed,Auto,Own,35055.1,44313.04,0.2388,675.0,0.7524,2,3,4.6,1.4,167.8,5,0
B008185,OOT,British Columbia,Employed,Auto,Rent,130051.28,43894.07,0.536,618.0,0.7719,0,0,29.6,5.0,84.2,3,0
B008186,Development,Ontario,Employed,Auto,Mortgage,110427.86,17209.35,0.1616,695.0,0.1111,0,2,13.6,1.1,115.5,8,0
B008187,Development,Ontario,Employed,Auto,Rent,81144.15,26418.11,0.3005,680.0,0.256,1,0,8.7,2.6,37.9,8,1
B008188,Development,Alberta,Employed,Education,Mortgage,57088.98,23941.22,0.5308,720.0,0.4413,1,3,3.5,0.7,92.9,7,0
B008189,Development,Ontario,Employed,Debt consolidation,Rent,60000.22,37236.24,0.1784,643.0,0.2388,1,1,7.7,1.1,4.1,3,0
B008190,Development,Quebec,Employed,Debt consolidation,Rent,54129.84,24999.13,0.3168,660.0,0.5733,1,1,19.4,2.7,25.7,6,0
B008191,Development,Ontario,Part-time,Debt consolidation,Mortgage,73041.8,21042.61,0.38,668.0,0.3043,1,1,36.8,6.0,55.1,8,0
B008192,Development,Other,Employed,Education,Mortgage,50520.72,38917.84,0.4138,574.0,0.7942,2,2,5.1,3.5,29.7,10,0
B008193,Development,Other,Employed,Auto,Rent,43858.92,40864.39,0.2496,589.0,0.1193,1,1,8.6,6.5,3.5,5,0
B008194,OOT,Alberta,Employed,Debt consolidation,Mortgage,87108.26,60945.57,0.5246,630.0,0.6078,3,2,2.5,0.1,71.8,4,0
B008195,Development,Ontario,Self-employed,Home improvement,Rent,98448.07,19472.18,0.2997,658.0,0.208,1,3,33.5,0.5,103.1,5,0
B008196,Development,Ontario,Part-time,Personal,Own,94617.54,48871.85,0.1111,718.0,0.1719,1,4,4.8,0.6,16.0,5,0
B008197,Development,Other,Employed,Auto,Rent,59586.78,24110.04,0.161,646.0,0.4265,2,1,13.2,8.5,24.8,6,0
B008198,Development,Ontario,Self-employed,Debt consolidation,Mortgage,67530.52,27424.96,0.0923,770.0,0.5509,0,1,8.0,17.1,60.1,4,0
B008199,OOT,Ontario,Employed,Education,Own,79611.22,22159.53,0.1969,706.0,0.584,0,2,31.7,1.9,25.6,8,0
B008200,Development,Ontario,Employed,Debt consolidation,Mortgage,93255.88,54618.31,0.137,601.0,0.1565,0,4,35.7,19.3,28.4,9,1
B008201,OOT,Alberta,Employed,Debt consolidation,Mortgage,135424.44,34191.68,0.2267,496.0,0.3654,0,2,32.6,6.5,5.9,5,0
B008202,Development,Alberta,Employed,Personal,Own,55437.98,21152.64,0.3922,735.0,0.1089,0,5,23.9,5.4,9.7,3,0
B008203,Development,Quebec,Self-employed,Auto,Rent,87408.68,33953.08,0.4573,675.0,0.176,0,2,75.0,0.4,5.4,6,0
B008204,Development,Ontario,Self-employed,Debt consolidation,Mortgage,56849.41,43922.72,0.0976,735.0,0.6435,3,2,3.2,5.2,66.5,10,0
B008205,Development,Ontario,Unemployed,Home improvement,Rent,103229.23,37106.66,0.2953,638.0,0.2622,0,2,10.1,33.8,122.3,5,0
B008206,Development,Ontario,Part-time,Education,Rent,68537.12,19607.46,0.2304,562.0,0.3101,3,4,11.9,12.1,45.6,8,0
